"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","chronic_med_condition","child_under_6_months","health_worker","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","census_msa","household_adults","household_children","h1n1_vaccine"
"15608",1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15609",0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,"65+ Years","< 12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15610",1,2,0,1,0,1,1,1,1,0,0,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15611",2,2,0,1,0,1,1,1,1,0,0,0,0,5,1,2,"18 - 34 Years","Some College","Black","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","MSA, Principle City",0,1,0
"15613",2,1,0,0,0,1,1,0,1,1,1,0,1,4,4,4,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"15614",3,2,0,1,0,1,1,1,1,1,1,0,0,5,4,4,"45 - 54 Years","Some College","Black","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"15615",1,1,0,1,0,1,1,1,0,0,0,0,0,2,2,4,"18 - 34 Years","Some College","Black","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Not Principle  City",1,1,0
"15616",2,2,0,1,0,1,1,0,1,0,0,0,0,3,4,1,"35 - 44 Years","College Graduate","Hispanic","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,3,0
"15617",1,2,1,1,0,1,0,0,0,1,0,0,1,4,4,2,"35 - 44 Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",2,0,1
"15618",3,2,1,1,1,1,0,1,1,0,0,1,0,2,1,1,"45 - 54 Years","< 12 Years","Hispanic","Female","Below Poverty","Not Married","Rent","Employed","MSA, Principle City",2,1,0
"15619",1,1,0,0,0,1,0,0,1,0,1,0,0,4,4,2,"65+ Years","Some College","White","Female","Below Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15620",0,2,0,1,0,0,0,0,1,0,0,1,0,1,1,1,"35 - 44 Years","12 Years","White","Female","Below Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,2,0
"15622",2,1,0,1,0,1,0,0,1,0,0,0,0,3,2,2,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"15624",2,1,0,1,0,0,0,0,0,0,0,0,0,4,2,2,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15625",1,2,1,1,0,1,1,1,1,0,0,0,0,5,1,1,"55 - 64 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"15626",1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,"35 - 44 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",1,0,0
"15627",1,0,0,1,0,1,1,0,1,0,0,0,0,4,4,4,"65+ Years","12 Years","Other or Multiple","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"15629",2,2,0,1,0,1,1,1,1,0,0,0,0,2,2,2,"65+ Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15630",2,2,0,1,0,1,1,0,1,0,1,0,0,5,1,2,"45 - 54 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",2,0,0
"15631",2,1,0,1,0,1,1,0,1,1,1,0,0,4,2,4,"18 - 34 Years","College Graduate","White","Male","> $75,000","Not Married","Own","Employed","MSA, Principle City",3,0,0
"15632",1,2,0,0,0,1,0,0,1,0,0,0,1,2,2,2,"45 - 54 Years","College Graduate","Hispanic","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,2,0
"15633",2,1,0,1,0,1,0,0,1,0,0,0,0,5,2,1,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,0,0
"15634",2,2,0,1,0,1,1,0,1,1,0,1,1,5,4,2,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",1,2,1
"15635",1,1,0,0,0,0,0,0,0,0,1,0,0,5,1,1,"55 - 64 Years","< 12 Years","White","Male","Below Poverty","Married","Rent","Not in Labor Force","Non-MSA",1,0,0
"15636",2,1,0,1,0,1,1,1,1,0,1,0,0,4,2,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"15637",3,0,0,1,0,1,1,0,0,0,0,0,0,5,5,5,"65+ Years","< 12 Years","White","Female","Below Poverty","Not Married","Own","Employed","Non-MSA",0,0,0
"15638",3,1,0,1,0,1,0,0,1,0,1,0,0,4,2,4,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15639",1,2,0,1,0,1,1,0,1,1,1,0,0,5,2,2,"18 - 34 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"15640",2,1,0,1,0,1,0,0,1,0,0,1,0,5,2,2,"45 - 54 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15641",2,1,0,1,0,1,0,1,1,0,0,0,0,5,2,2,"45 - 54 Years","Some College","Black","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"15642",2,2,0,0,0,1,0,0,1,1,0,0,1,5,2,4,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"15643",3,1,0,1,1,1,1,1,1,0,1,0,0,4,5,5,"45 - 54 Years","College Graduate","Other or Multiple","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,1,0
"15645",1,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,"45 - 54 Years","College Graduate","White","Female","> $75,000","Not Married","Own","Employed","MSA, Principle City",0,0,0
"15646",1,1,0,1,0,0,1,0,1,0,0,0,0,4,1,2,"45 - 54 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",2,0,0
"15647",0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,"18 - 34 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"15648",2,1,0,1,0,1,1,0,1,1,1,0,0,5,4,4,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,1
"15649",2,1,0,1,1,1,1,0,1,0,0,0,0,4,4,4,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Rent","Employed","Non-MSA",1,0,0
"15651",2,1,0,1,0,1,0,0,0,0,0,0,0,3,1,2,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,0
"15652",2,0,0,1,0,1,1,1,1,0,0,0,0,4,1,2,"18 - 34 Years","Some College","Hispanic","Female","<= $75,000, Above Poverty","Married","Rent","Not in Labor Force","MSA, Not Principle  City",1,1,0
"15653",2,2,0,1,0,1,0,0,1,1,0,0,0,4,1,2,"65+ Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Not Principle  City",0,0,1
"15654",3,2,0,1,0,1,1,1,1,1,0,1,1,5,4,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Not Married","Own","Employed","MSA, Principle City",0,3,1
"15655",3,0,0,0,0,0,1,0,1,1,1,0,0,5,4,2,"65+ Years","< 12 Years","White","Male","Below Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,1
"15656",0,1,0,1,0,0,1,0,1,0,0,1,0,3,3,1,"35 - 44 Years","College Graduate","Other or Multiple","Male","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Not Principle  City",1,3,0
"15658",0,2,0,0,0,0,0,0,1,0,0,0,0,4,1,1,"55 - 64 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15659",2,2,0,0,0,1,0,0,0,0,0,0,0,4,2,2,"18 - 34 Years","Some College","Other or Multiple","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,0
"15661",2,0,0,1,0,1,1,0,1,0,1,0,0,4,2,4,"65+ Years","Some College","White","Female","> $75,000","Not Married","Rent","Employed","MSA, Not Principle  City",0,0,0
"15662",0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,"18 - 34 Years","Some College","White","Male","> $75,000","Not Married","Own","Not in Labor Force","MSA, Principle City",3,0,1
"15663",1,2,0,1,0,0,0,0,1,0,1,0,0,5,2,1,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,3,0
"15664",0,0,1,1,0,0,1,0,1,0,0,1,0,3,3,1,"18 - 34 Years","12 Years","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"15665",2,1,0,1,0,1,0,0,1,1,1,0,0,5,2,1,"55 - 64 Years","College Graduate","Hispanic","Male","> $75,000","Married","Own","Employed","MSA, Principle City",1,0,0
"15666",1,1,0,1,0,1,1,1,1,1,1,0,0,4,1,1,"55 - 64 Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Employed","Non-MSA",0,0,1
"15667",2,0,0,1,0,1,1,1,1,0,0,0,0,4,4,1,"65+ Years","12 Years","White","Male","Below Poverty","Married","Rent","Not in Labor Force","Non-MSA",1,0,0
"15668",0,2,0,1,0,1,0,0,1,0,0,0,0,3,1,2,"65+ Years","Some College","White","Female","> $75,000","Not Married","Own","Employed","MSA, Principle City",0,0,0
"15669",2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,"35 - 44 Years","< 12 Years","Hispanic","Male","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Not Principle  City",1,0,0
"15671",2,2,0,1,0,1,0,0,1,0,0,0,1,4,1,2,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"15672",1,1,0,0,0,1,0,0,0,0,0,0,0,3,2,5,"18 - 34 Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","Non-MSA",1,2,0
"15673",2,2,0,1,0,1,1,1,1,0,0,0,0,5,1,1,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,0
"15674",1,1,0,1,0,1,0,0,0,0,1,0,1,3,2,4,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,0,0
"15675",1,1,0,1,0,1,0,0,1,0,0,0,0,4,2,2,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15676",2,2,0,1,0,1,0,0,0,1,0,0,0,4,4,1,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"15678",0,2,0,1,0,1,0,0,0,0,1,1,1,4,1,5,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"15681",3,2,0,0,0,1,0,0,1,1,1,0,0,4,2,4,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15683",1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,"55 - 64 Years","College Graduate","White","Male","> $75,000","Not Married","Rent","Employed","MSA, Principle City",1,1,0
"15684",2,1,0,1,0,1,1,0,0,1,1,0,0,5,4,1,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15685",2,2,0,1,0,1,0,0,1,0,0,0,0,4,5,4,"55 - 64 Years","Some College","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,0,0
"15686",0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,4,"55 - 64 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"15687",2,0,0,1,0,1,1,1,1,0,0,1,0,4,2,1,"18 - 34 Years","12 Years","White","Female","Below Poverty","Not Married","Own","Employed","Non-MSA",3,0,0
"15688",2,1,0,1,0,1,1,1,1,0,0,0,0,4,2,2,"65+ Years","12 Years","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15689",1,1,0,1,0,1,0,1,1,0,0,0,0,4,2,1,"35 - 44 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"15690",3,2,0,1,0,1,1,0,1,0,0,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15691",1,2,0,1,0,0,1,0,1,0,0,0,0,5,2,1,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15692",0,2,0,0,0,1,0,0,0,0,1,0,0,5,4,2,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,0,1
"15695",0,1,1,0,0,1,0,0,1,1,1,0,0,2,2,4,"18 - 34 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",0,0,1
"15696",0,1,0,1,0,0,0,0,1,0,0,1,0,3,1,1,"65+ Years","< 12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15697",0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,2,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"15698",1,1,0,0,0,1,0,0,1,0,1,1,0,4,2,2,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,0
"15700",0,0,0,1,0,1,0,1,1,0,0,0,0,4,1,2,"65+ Years","< 12 Years","Black","Male","Below Poverty","Married","Rent","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15701",0,1,0,1,0,1,1,1,1,0,1,0,0,4,1,1,"65+ Years","12 Years","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15702",2,0,0,1,0,1,1,1,1,0,0,0,0,3,1,2,"65+ Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Unemployed","MSA, Not Principle  City",1,0,0
"15703",2,1,0,1,0,1,0,0,1,0,0,0,0,4,2,2,"55 - 64 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",0,0,0
"15705",2,1,0,0,0,1,0,0,1,0,0,0,0,4,1,1,"55 - 64 Years","Some College","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15706",2,2,0,1,0,1,0,0,1,1,0,0,0,5,1,2,"35 - 44 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,0
"15707",1,2,0,1,0,0,0,0,1,0,0,0,0,4,2,2,"45 - 54 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"15710",1,2,0,1,0,1,1,1,1,0,0,0,0,2,2,1,"18 - 34 Years","12 Years","White","Male","Below Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,3,0
"15712",2,2,0,1,0,1,0,0,1,0,0,0,0,5,2,2,"55 - 64 Years","Some College","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,0
"15713",2,1,0,1,1,1,1,1,1,0,1,0,0,4,2,2,"35 - 44 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15714",2,2,0,1,0,1,0,0,1,0,0,0,0,4,4,4,"35 - 44 Years","Some College","White","Female","> $75,000","Married","Own","Employed","Non-MSA",1,2,0
"15715",1,1,0,0,0,1,1,1,1,0,0,0,0,4,1,1,"35 - 44 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",2,1,0
"15716",3,2,0,1,1,1,1,0,1,0,0,0,0,5,4,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,3,1
"15717",2,2,0,1,0,1,1,0,1,1,1,1,0,4,4,2,"55 - 64 Years","College Graduate","White","Female","> $75,000","Married","Own","Not in Labor Force","MSA, Not Principle  City",1,0,1
"15718",1,2,0,1,0,1,0,0,1,0,0,0,0,4,4,2,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,0
"15720",3,2,0,1,0,1,0,0,0,0,0,0,0,5,4,4,"18 - 34 Years","College Graduate","Other or Multiple","Female","<= $75,000, Above Poverty","Married","Rent","Employed","MSA, Not Principle  City",1,1,1
"15721",3,1,0,1,0,0,0,0,1,0,0,0,0,3,2,1,"45 - 54 Years","Some College","Other or Multiple","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",0,0,0
"15722",2,2,0,1,1,1,1,1,1,0,1,0,0,5,2,5,"55 - 64 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","MSA, Principle City",1,0,1
"15723",0,2,0,1,0,1,1,1,1,1,0,1,1,2,4,1,"18 - 34 Years","Some College","White","Male","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,0,1
"15724",2,2,0,1,0,1,0,0,1,0,0,1,1,4,2,2,"55 - 64 Years","Some College","Other or Multiple","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"15726",1,2,0,1,0,1,0,0,1,0,0,0,1,4,2,1,"18 - 34 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,2,0
"15729",1,1,1,1,0,1,1,1,1,0,1,0,0,3,2,2,"35 - 44 Years","< 12 Years","Hispanic","Female","Below Poverty","Married","Own","Not in Labor Force","MSA, Principle City",2,3,0
"15730",2,1,0,1,0,1,1,0,1,0,0,0,0,5,2,4,"35 - 44 Years","Some College","Black","Male","Below Poverty","Not Married","Rent","Unemployed","Non-MSA",1,3,0
"15731",2,2,0,1,0,1,1,0,1,0,1,0,0,5,2,2,"35 - 44 Years","College Graduate","Black","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,3,0
"15732",1,2,1,1,0,1,0,1,1,0,1,0,0,3,3,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",0,0,0
"15733",2,1,0,1,0,1,0,0,1,1,0,0,0,4,4,4,"55 - 64 Years","Some College","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,0,1
"15734",1,1,0,1,0,1,0,0,1,1,0,1,0,5,2,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,1
"15735",1,1,0,1,0,0,0,0,1,0,0,0,0,4,1,1,"65+ Years","College Graduate","White","Male","<= $75,000, Above Poverty","Married","Own","Not in Labor Force","Non-MSA",1,0,0
"15737",2,2,0,1,1,1,1,1,1,1,0,1,1,5,5,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,1
"15738",1,1,0,0,0,1,0,0,0,0,1,0,0,4,2,2,"35 - 44 Years","College Graduate","White","Female","> $75,000","Not Married","Rent","Employed","MSA, Principle City",0,0,0
"15739",1,1,0,0,0,1,1,0,0,0,1,0,0,5,2,2,"35 - 44 Years","< 12 Years","White","Female","Below Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",0,2,0
"15740",2,1,0,0,0,1,0,0,1,1,0,0,1,4,5,2,"18 - 34 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Own","Employed","MSA, Principle City",1,0,1
"15742",3,1,0,1,0,1,1,1,1,1,0,0,1,5,5,5,"35 - 44 Years","College Graduate","Other or Multiple","Female","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",0,1,1
"15743",1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,"55 - 64 Years","12 Years","Hispanic","Male","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","Non-MSA",1,0,1
"15745",0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,"45 - 54 Years","Some College","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Principle City",1,1,0
"15746",3,1,0,1,0,1,1,1,1,1,1,0,1,4,2,4,"55 - 64 Years","Some College","Other or Multiple","Male","Below Poverty","Not Married","Own","Unemployed","MSA, Principle City",0,0,0
"15749",2,1,0,1,0,1,1,1,1,0,0,0,0,3,1,5,"45 - 54 Years","College Graduate","White","Male","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,1,0
"15750",2,2,0,1,0,1,0,0,1,0,0,0,1,3,3,2,"55 - 64 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Not Principle  City",1,0,1
"15751",0,0,0,0,0,1,0,0,0,1,1,0,0,2,5,5,"65+ Years","12 Years","Other or Multiple","Male","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Principle City",1,0,0
"15752",3,0,0,0,0,1,0,0,1,0,0,0,0,3,4,2,"45 - 54 Years","< 12 Years","Other or Multiple","Female","Below Poverty","Not Married","Own","Unemployed","Non-MSA",1,0,1
"15753",1,2,0,0,0,1,0,0,0,0,0,0,1,5,2,2,"18 - 34 Years","College Graduate","White","Male","<= $75,000, Above Poverty","Not Married","Rent","Employed","MSA, Principle City",1,0,0
"15754",1,1,0,1,0,1,1,1,0,0,0,0,0,4,1,1,"45 - 54 Years","< 12 Years","White","Male","<= $75,000, Above Poverty","Married","Rent","Employed","Non-MSA",2,1,0
"15755",2,2,0,1,0,1,0,0,1,1,0,1,1,4,5,1,"35 - 44 Years","College Graduate","White","Female","> $75,000","Married","Own","Employed","MSA, Not Principle  City",1,2,1
"15756",2,1,0,1,0,1,0,1,1,0,1,0,0,4,2,1,"45 - 54 Years","12 Years","White","Female","<= $75,000, Above Poverty","Married","Rent","Unemployed","MSA, Not Principle  City",1,0,0
"15757",1,1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,"18 - 34 Years","Some College","White","Female","<= $75,000, Above Poverty","Not Married","Rent","Not in Labor Force","MSA, Not Principle  City",1,0,0
"15758",1,2,0,0,0,1,1,1,1,0,1,0,0,4,2,2,"65+ Years","College Graduate","White","Female","<= $75,000, Above Poverty","Not Married","Own","Not in Labor Force","MSA, Not Principle  City",0,0,0
"15759",2,1,0,1,0,1,1,1,1,0,0,0,0,4,2,2,"35 - 44 Years","College Graduate","White","Female","<= $75,000, Above Poverty","Married","Own","Employed","MSA, Principle City",1,3,0
